funding_total_usd,funding_rounds,founded_year,status_class,funding_total_category
11000.0,1,2013,1,0
718450.0,1,2008,1,0
256000.0,1,2007,1,0
1000000.0,1,2011,0,0
18478604.03736397,1,2012,1,1
18478604.03736397,1,2011,1,1
18478604.03736397,1,2007,1,1
281308.0,1,2012,1,0
148976.0,2,2011,1,0
18478604.03736397,1,2014,1,1
150000.0,1,2012,0,0
50000.0,1,2012,1,0
625000.0,3,2014,1,0
3000000.0,1,2012,1,1
18478604.03736397,1,2012,1,1
1015912.0,1,2009,1,1
25500000.0,2,2013,1,1
2086376.0,1,2009,1,1
963067.0,2,2013,0,0
2000.0,1,2013,1,0
300000.0,1,2012,1,0
215000.0,2,2012,1,0
1400000.0,2,2012,1,1
18478604.03736397,1,2010,2,1
92000000.0,3,2012,1,1
50000.0,1,2012,1,0
129586.579542599,1,2012,1,0
18478604.03736397,1,2010,1,1
750000.0,1,2011,1,0
75000.0,1,2012,1,0
18478604.03736397,1,2014,1,1
1400000.0,1,2012,2,1
500000.0,2,2012,1,0
155033.0,1,2013,1,0
8605192.0,4,2006,0,1
390000.0,1,1996,1,0
15278449.7466324,1,2004,1,1
2450000.0,2,2012,2,1
1225000.0,3,2013,1,1
10200000.0,2,2012,2,1
13000000.0,1,1999,1,1
8356070.0,2,2012,1,1
18478604.03736397,1,2013,0,1
8745000.0,2,2001,1,1
38027784.0,2,2012,1,1
2300000.0,1,2010,1,1
18478604.03736397,1,2012,0,1
12000000.0,1,2001,1,1
1041510.0,1,2011,1,1
6760000.0,1,2012,1,1
250000.0,2,2013,1,0
100000.0,1,2006,0,0
44179754.0,1,2012,1,1
2800000.0,1,2011,1,1
250000.0,2,2012,1,0
9700000.0,3,2009,2,1
1000000.0,1,2012,0,0
157000.0,1,1918,1,0
7000000.0,1,1989,2,1
9900000.0,2,2011,1,1
700000.0,3,2012,1,0
30649.0,1,2001,1,0
33800000.0,2,2009,1,1
18478604.03736397,1,2012,1,1
8000000.0,1,2013,1,1
2662571.0,4,2006,1,1
18478604.03736397,1,2012,1,1
18478604.03736397,1,2008,1,1
25000.0,2,2007,0,0
100000.0,1,2012,1,0
712000.0,1,2014,1,0
7500000.0,1,2001,1,1
750000.0,1,2011,1,0
18478604.03736397,1,2014,1,1
13500000.0,3,2010,1,1
500000.0,1,2007,1,0
18478604.03736397,1,2008,1,1
5000000.0,1,2012,0,1
2209342.0,1,2014,1,1
18478604.03736397,1,2012,1,1
70000000.0,5,2005,2,1
60000.0,1,2012,1,0
18478604.03736397,2,2014,1,1
1300000.0,1,2011,1,1
18478604.03736397,2,2012,1,1
35000.0,2,2013,1,0
50000.0,1,2015,1,0
1463892.0,1,2013,1,1
18478604.03736397,1,2012,2,1
10400000.0,1,2012,1,1
18478604.03736397,1,2007,1,1
197550.0,1,2006,1,0
5800000.0,1,2012,0,1
4600000.0,2,1985,2,1
159920.0,1,2013,1,0
800000.0,1,2012,0,0
18478604.03736397,1,2013,1,1
18478604.03736397,1,2003,1,1
30000.0,1,2011,1,0
10000000.0,1,2012,0,1
36750000.0,4,2006,1,1
18478604.03736397,1,2012,1,1
18478604.03736397,1,2012,1,1
35000000.0,2,2013,1,1
2650000.0,2,2014,1,1
2400000.0,1,2015,1,1
18478604.03736397,1,2012,2,1
22000000.0,2,2012,1,1
457912.0,1,2008,1,0
6333522.0,2,2011,1,1
50000.0,1,2012,1,0
1000000.0,1,2013,1,0
4999541.0,1,2008,1,1
1100000.0,1,2012,1,1
7289000.0,3,2010,2,1
18478604.03736397,1,1999,0,1
18478604.03736397,1,2010,1,1
42000.0,1,2012,1,0
56276492.0,8,2002,1,1
10000000.0,1,2012,1,1
405000.0,3,2012,1,0
20068328.451591,4,2004,2,1
120000.0,1,2014,1,0
5000000.0,2,2012,1,1
18478604.03736397,1,2015,0,1
250000.0,1,2012,1,0
50795000.0,2,2012,1,1
7700000.0,1,2012,2,1
18478604.03736397,1,2004,1,1
50000.0,2,2012,1,0
2000000.0,1,2008,1,1
1753415.0,1,2012,1,1
174308.0,2,2012,1,0
18478604.03736397,1,2011,1,1
18478604.03736397,1,2014,1,1
100000.0,1,2014,1,0
11800159.0,3,2007,2,1
120000.0,1,2014,1,0
2000000.0,2,2008,2,1
1302789.0,1,1993,1,1
18478604.03736397,1,2009,1,1
1960000.0,1,2005,1,1
28000.0,1,2012,1,0
200000.0,1,1998,1,0
33000000.0,1,2009,1,1
7088292.0,5,2002,1,1
18478604.03736397,1,1974,1,1
50000000.0,1,1999,0,1
30000000.0,2,2012,1,1
24600000.0,3,2009,1,1
65839694.0,3,2009,1,1
6500000.0,1,2012,1,1
1000000.0,1,2006,1,0
18478604.03736397,1,1998,1,1
18478604.03736397,1,2012,1,1
11250000.0,1,2003,1,1
18478604.03736397,1,2014,1,1
18478604.03736397,1,2012,1,1
21189.0,2,2012,1,0
157500.0,1,2012,1,0
18478604.03736397,1,2012,1,1
29222.0,1,2009,1,0
18478604.03736397,1,2014,1,1
18478604.03736397,1,2008,1,1
4000000.0,1,1999,0,1
20000.0,1,2012,1,0
40000.0,2,2006,1,0
18478604.03736397,1,2012,1,1
1689000.0,1,1999,1,1
695000000.0,4,1995,2,2
200000.0,1,2012,0,0
18478604.03736397,1,2001,1,1
2147583.66907468,5,2013,1,1
19000000.0,5,2012,1,1
2000000.0,1,1949,2,1
18478604.03736397,1,2000,1,1
2300000.0,3,2013,1,1
18478604.03736397,1,2012,1,1
100000.0,1,2011,1,0
6000000.0,1,1999,0,1
18478604.03736397,1,2006,1,1
18101676.0,5,2002,1,1
70000.0,2,2011,0,0
5338400.0,3,2012,1,1
21800000.0,3,2009,1,1
40000.0,1,2011,1,0
18478604.03736397,1,2015,1,1
1989571.0,3,2002,1,1
5000000.0,1,2012,1,1
200000.0,1,2012,1,0
1305000.0,2,2012,1,1
1000000.0,1,2012,0,0
430110.0,1,2012,1,0
3100000.0,2,2006,2,1
90000.0,1,2013,1,0
175000.0,2,2012,1,0
25000.0,1,2012,1,0
250000.0,1,2012,1,0
29833.0,1,2012,0,0
39650.0,1,2012,1,0
18478604.03736397,1,2007,0,1
18478604.03736397,1,2012,0,1
283032.0,1,2012,1,0
18478604.03736397,1,2014,1,1
500000.0,1,2008,0,0
3473820.0,1,2011,2,1
18478604.03736397,1,2012,1,1
535000.0,1,2011,1,0
18478604.03736397,1,2014,1,1
13954716.0,4,2011,1,1
31361000.0,7,1999,1,1
8630435.0,4,2012,1,1
119191000.0,7,2004,2,2
7472500.0,6,2012,1,1
18478604.03736397,1,2012,1,1
18478604.03736397,1,2012,0,1
14632.0,1,2012,1,0
26201284.3374556,2,2012,1,1
18478604.03736397,1,2012,1,1
190558.575293636,3,2014,1,0
500000000.0,1,1998,0,2
9059271.0,4,2008,1,1
3114157.0,1,1980,2,1
100000.0,1,2014,1,0
5000000.0,1,2009,1,1
21988000.0,7,2002,2,1
100000.0,1,2012,1,0
37125080.0,5,2005,1,1
8263276.0,2,2012,1,1
43105472.0,3,2012,0,1
200000.0,1,2012,1,0
18478604.03736397,1,2003,2,1
3500000.0,2,2013,1,1
200000.0,1,2012,1,0
250000.0,2,2011,1,0
219619.0,1,2012,1,0
10000000.0,2,2012,1,1
1000000.0,1,2012,1,0
5800000.0,2,2006,1,1
18478604.03736397,1,2013,1,1
66220000.0,1,2006,1,1
18478604.03736397,2,2013,1,1
2554600.0,1,2012,1,1
117523823.0,4,2010,1,2
2800000.0,1,2012,1,1
2500000.0,2,2012,1,1
14200000.0,2,1997,2,1
72857670.0,3,2010,1,1
67500000.0,1,2012,1,1
2500000.0,1,2012,1,1
825000.0,1,2008,1,0
250000.0,1,2015,1,0
5000000.0,1,2014,1,1
18478604.03736397,1,2012,1,1
18478604.03736397,2,2012,2,1
185000.0,2,2011,1,0
2287263.0,1,1995,1,1
18478604.03736397,1,2011,1,1
18478604.03736397,1,2012,1,1
625000.0,1,2011,1,0
7111591.0,2,2009,1,1
1350000.0,2,2010,1,1
110000.0,1,2014,1,0
7577657.0,2,2012,1,1
2000000.0,2,2007,1,1
18478604.03736397,1,2012,0,1
1345389.0,1,2009,1,1
83703892.0,6,2004,2,1
7576915.0,2,2011,1,1
18478604.03736397,1,2012,1,1
18478604.03736397,1,2012,1,1
2094840.0,5,2009,1,1
18000.0,1,2014,1,0
18478604.03736397,1,2012,0,1
31015060.0,1,2000,1,1
18478604.03736397,1,2015,1,1
5750000.0,2,2009,0,1
18478604.03736397,1,2012,1,1
5000000.0,1,2012,1,1
175000.0,3,2011,1,0
18478604.03736397,1,2012,0,1
100000.0,1,2012,1,0
3000000.0,1,2012,1,1
150000.0,1,2009,1,0
338345.0,1,2012,1,0
18478604.03736397,1,2011,1,1
3000000.0,1,1990,2,1
60000.0,1,2013,1,0
200000.0,1,2008,1,0
558612.0,2,2013,1,0
18478604.03736397,1,2005,1,1
250000.0,1,1993,1,0
18478604.03736397,1,2012,1,1
31200000.0,3,2011,1,1
25000.0,1,2012,1,0
30240000.0,3,2001,2,1
2500000.0,1,2012,1,1
1700000.0,2,2014,1,1
11500000.0,4,2011,1,1
4750000.0,1,2009,0,1
135000.0,1,2011,1,0
2200000.0,1,2010,1,1
150000.0,1,2012,1,0
10000000.0,1,2012,1,1
2341899.0,3,2012,1,1
2775000.0,2,2012,1,1
640470.0,2,2013,1,0
18478604.03736397,1,2013,0,1
10500000.0,1,2006,1,1
28800000.0,3,2007,2,1
1100000.0,1,2012,1,1
2000000.0,1,2012,1,1
1000000.0,1,2013,1,0
18478604.03736397,1,2014,1,1
5700000.0,1,2012,2,1
76520000.0,6,2011,1,1
25000.0,1,2011,1,0
23000000.0,3,2010,1,1
3788905.0,3,2012,0,1
18478604.03736397,2,2007,1,1
25000.0,2,2012,0,0
1050000.0,3,2013,1,1
620000000.0,3,2001,1,2
8000000.0,1,2012,1,1
20000000.0,1,2012,0,1
18478604.03736397,3,2013,1,1
2000000.0,1,2012,2,1
92440106.0,6,2012,1,1
234705.0,3,2013,1,0
18478604.03736397,1,2014,1,1
500000.0,1,2012,1,0
2590800.0,1,2009,1,1
2930000.0,4,2005,1,1
7500000.0,2,1999,1,1
1000000.0,1,2014,1,0
1262520.0,6,1996,1,1
745616.0,1,2012,1,0
3000000.0,3,1995,1,1
118400.0,1,2010,1,0
41000000.0,3,2000,1,1
50000000.0,1,2012,1,1
1000000.0,1,2012,0,0
400000.0,1,2012,1,0
9533642.38410596,2,1993,0,1
17825845.0,3,2012,1,1
29957650.0,6,1997,1,1
23000000.0,1,2012,1,1
18478604.03736397,1,2010,1,1
11200000.0,1,2012,2,1
27666.6196258692,2,2015,1,0
18478604.03736397,1,2013,1,1
37000000.0,5,2005,1,1
18478604.03736397,1,2012,1,1
156000.0,2,2013,1,0
18478604.03736397,1,2012,0,1
17000000.0,1,2003,1,1
9000000.0,1,1996,0,1
15000000.0,1,2012,1,1
18478604.03736397,1,1997,1,1
550000.0,2,2012,1,0
120000.0,1,2013,0,0
2100000.0,3,2012,1,1
29800000.0,3,2002,2,1
18478604.03736397,1,2008,1,1
394500.0,4,2009,1,0
18478604.03736397,1,1999,1,1
10000000.0,1,2012,0,1
8000000.0,1,1993,2,1
600000.0,1,2011,1,0
23522600.0,3,2010,1,1
1869081.0,1,2013,1,1
5000000.0,1,2013,1,1
2600000.0,1,2011,1,1
3439960.0,2,2014,1,1
1760000.0,1,2012,1,1
38000000.0,3,2003,2,1
500000.0,1,2012,1,0
116973.0,1,2012,1,0
12114202.0,2,2012,1,1
18478604.03736397,2,2014,0,1
18478604.03736397,1,2011,1,1
22577276.0,6,2009,1,1
18478604.03736397,1,2013,1,1
150000.0,1,2015,1,0
886699.0,1,2011,1,0
18478604.03736397,1,2012,1,1
8000000.0,3,2010,1,1
20000.0,1,2009,0,0
18478604.03736397,1,2012,1,1
56000000.0,4,2007,1,1
1000000.0,1,2008,1,0
388500.0,1,2008,1,0
1100000.0,1,2015,1,1
9866928.0,1,2006,0,1
12160005.0,1,2012,1,1
5000000.0,1,2012,1,1
18478604.03736397,1,2012,1,1
15500000.0,2,1998,1,1
18478604.03736397,1,2014,1,1
686000.0,1,2011,1,0
100000.0,1,2012,1,0
10000.0,1,2015,0,0
3274546.0,2,2010,1,1
12000000.0,1,2010,1,1
2424402.0,1,2012,1,1
100000.0,1,2007,0,0
100000.0,1,2013,1,0
34600000.0,4,2009,1,1
30461.0336341263,3,2013,1,0
123000000.0,4,2012,1,2
18478604.03736397,1,2010,1,1
3300000.0,4,2006,1,1
142500.0,1,1979,1,0
18478604.03736397,1,2015,0,1
19941400.0,3,2007,1,1
18000000.0,2,2012,1,1
47413.0,1,2014,1,0
7829577.0,2,2012,1,1
50000000.0,1,2012,1,1
73000000.0,1,1991,1,1
95000.0,1,2014,1,0
1000000.0,1,2012,1,0
400000.0,1,2012,0,0
18478604.03736397,1,2011,1,1
183652.0,3,2012,1,0
130082104.0,7,2006,2,2
1300000.0,1,2009,2,1
16700000.0,3,2004,2,1
57100000.0,6,2009,1,1
3113168.0,2,2002,1,1
4470000.0,1,2012,1,1
10000000.0,1,2006,1,1
15000000.0,1,2013,1,1
136315.0,1,2014,1,0
454462.0,1,2012,1,0
8877015.0,4,2012,2,1
7714643.0,1,2003,1,1
18478604.03736397,2,1986,2,1
123831181.0,10,1999,1,2
18478604.03736397,1,2012,1,1
25000.0,1,2013,1,0
6407071.0,3,2012,1,1
34275015.0,4,1998,1,1
18478604.03736397,1,2008,1,1
168000.0,1,2012,1,0
6515581.0,1,1997,1,1
400000.0,1,2009,1,0
205000.0,1,2012,1,0
100000.0,1,2012,1,0
18478604.03736397,1,2012,1,1
54493.0,2,2010,0,0
300000.0,1,1972,2,0
55000000.0,2,2008,2,1
129303.0,2,2010,1,0
18478604.03736397,1,2008,1,1
184235885.0,5,2003,1,2
20000000.0,1,2012,2,1
500000.0,1,2012,1,0
12076011.0,1,2012,0,1
2670000.0,1,2012,2,1
1400000.0,1,2002,1,1
355000.0,2,2013,1,0
18478604.03736397,1,2012,2,1
18478604.03736397,1,2012,1,1
9430000.0,3,1979,1,1
30000.0,1,2012,1,0
27819986.0,3,1993,2,1
3535000.0,1,2011,1,1
18478604.03736397,1,2014,2,1
500000.0,1,2010,1,0
18478604.03736397,1,2012,0,1
4500000.0,1,2007,1,1
1249999.0,1,2014,1,1
18478604.03736397,1,2010,1,1
18478604.03736397,1,2009,1,1
18478604.03736397,2,2012,1,1
30000.0,1,2012,1,0
20159162.0,2,1999,1,1
18478604.03736397,1,2012,0,1
1000000.0,1,2015,1,0
13403254.0,2,2007,1,1
500000.0,1,2012,1,0
6850000.0,2,2005,1,1
202819.0,1,2013,1,0
5500000.0,2,2009,1,1
18478604.03736397,1,2013,1,1
18478604.03736397,1,2013,1,1
400000000.0,1,1969,2,2
4810827.0,2,2013,1,1
2200000.0,1,2012,1,1
18478604.03736397,1,2012,1,1
555975.0,2,2014,1,0
3174603.0,1,2010,1,1
1536913.0,3,2014,1,1
18478604.03736397,1,2008,2,1
3999999.0,1,2012,1,1
18478604.03736397,1,2008,0,1
3200000.0,1,2014,1,1
18478604.03736397,2,2014,0,1
50500000.0,4,2012,1,1
4600000.0,1,2012,1,1
12539999.0,5,2011,1,1
50000.0,1,2012,0,0
3145714.0,1,2012,1,1
18478604.03736397,1,2009,1,1
8115000.0,3,1999,1,1
19362564.0,3,1999,2,1
600000.0,1,2014,1,0
1000000.0,1,2012,0,0
18478604.03736397,1,2008,1,1
18478604.03736397,1,2011,1,1
16274967.0,3,2014,1,1
6940000.0,2,2004,2,1
2500000.0,1,2015,1,1
55000.0,2,2013,1,0
18478604.03736397,1,2012,2,1
18478604.03736397,1,2012,1,1
10000000.0,1,1957,1,1
8435583.0,2,2013,1,1
6300000.0,3,2010,1,1
1000000.0,1,2009,0,0
1000000.0,1,2015,1,0
4000000.0,2,2012,1,1
30000000.0,1,1999,1,1
16000000.0,2,2000,1,1
20000.0,1,2012,1,0
18478604.03736397,2,2011,1,1
66000000.0,1,2012,0,1
288205000.0,3,2003,2,2
10000000.0,1,1999,1,1
120000.0,1,2012,1,0
4700000.0,1,2011,1,1
20000.0,1,2012,1,0
1999999.0,2,2012,2,1
23000000.0,4,2012,0,1
4750000.0,3,2011,1,1
36000000.0,2,2012,2,1
40000.0,1,2012,0,0
21500000.0,1,2011,1,1
525000.0,1,2011,1,0
18478604.03736397,1,2012,1,1
9500000.0,1,2012,1,1
3000000.0,1,2009,1,1
670000.0,2,2013,1,0
1950000.0,1,2010,1,1
30000000.0,1,2012,0,1
1500000.0,2,2012,1,1
18000000.0,2,1992,0,1
18478604.03736397,1,2012,1,1
18478604.03736397,1,2012,1,1
7000000.0,1,2012,1,1
6000000.0,1,2013,0,1
1439220.0,2,2008,1,1
405000.0,1,2012,1,0
24295.0,1,2006,1,0
610000.0,2,2012,0,0
181022.972458434,1,2008,1,0
139108.0,1,2001,1,0
760000.0,2,2014,1,0
140000.0,1,2015,1,0
10746748.0,4,2012,1,1
2210332.0,2,2012,1,1
33000000.0,1,1836,1,1
1955000.0,4,2011,1,1
6350000.0,1,2012,1,1
9000000.0,1,2012,1,1
18478604.03736397,1,2012,1,1
13329915.0,4,2008,0,1
4000000.0,1,2012,1,1
274111.0,1,2012,1,0
12300000.0,2,2012,1,1
8850000.0,2,2005,1,1
5700000.0,1,2013,1,1
18478604.03736397,2,2006,1,1
6920000.0,2,2012,2,1
4900000.0,2,2012,2,1
12500.0,1,2012,1,0
18000.0,1,2012,1,0
6000000.0,1,1998,1,1
18478604.03736397,1,2012,1,1
13950000.0,2,2011,1,1
18478604.03736397,1,2014,0,1
500000.0,1,2015,0,0
340000.0,1,2014,1,0
5000000.0,2,2012,2,1
123200000.0,3,1990,1,2
6600000.0,1,2007,1,1
18478604.03736397,1,2012,1,1
1200000.0,1,2009,1,1
1200000.0,1,2000,1,1
75000.0,1,2011,1,0
1500000.0,2,2012,1,1
21657412.0,4,2006,1,1
62500.0,2,2008,1,0
3000000.0,1,2007,1,1
40000.0,1,2012,1,0
500000.0,1,2014,1,0
6500.0,1,2014,1,0
18478604.03736397,1,1995,2,1
22200.0,1,2006,1,0
8850000.0,7,2011,1,1
18478604.03736397,1,2012,1,1
18478604.03736397,1,2013,1,1
18478604.03736397,1,2012,1,1
18478604.03736397,1,2012,0,1
18478604.03736397,1,2012,2,1
63259984.0,5,2007,1,1
7995000.0,5,2009,1,1
393669.0,1,2010,1,0
50000.0,1,2013,1,0
641000.0,1,2012,1,0
250000.0,1,2007,1,0
18478604.03736397,1,2013,1,1
216000.0,1,2011,1,0
1334881.79621694,1,2012,1,1
18478604.03736397,1,2012,1,1
500000.0,1,2012,1,0
1805100.0,2,2011,1,1
847623.0,1,2012,1,0
18478604.03736397,1,2012,1,1
9372811.67632733,2,2008,1,1
9000000.0,1,2012,0,1
18478604.03736397,2,2013,1,1
25000.0,2,2013,1,0
2000000.0,1,2007,2,1
18478604.03736397,1,2012,1,1
647657.0,2,2008,1,0
1800000.0,1,2011,1,1
10000000.0,1,2003,1,1
13400000.0,2,2012,1,1
600000.0,2,2013,1,0
326000000.0,5,2003,2,2
18478604.03736397,1,2012,1,1
250000.0,1,2009,1,0
2511108.0,3,2010,1,1
12836661.0,5,2006,1,1
53324213.0,3,2012,1,1
1000000.0,1,1993,1,0
3040000.0,3,2011,1,1
2000000.0,1,2012,1,1
56300000.0,6,2000,2,1
1500000.0,1,2008,1,1
12406622.5651035,2,1999,1,1
18478604.03736397,1,1870,0,1
10350001.0,3,2009,1,1
5000000.0,1,2012,0,1
18478604.03736397,1,2013,1,1
2085000.0,2,2012,1,1
5682737.0,4,2010,1,1
575795.0,1,2012,1,0
250000.0,1,2008,0,0
21500000.0,1,2012,1,1
50000.0,2,2012,1,0
12000000.0,1,1998,0,1
134452.0,1,2012,1,0
250000.0,1,2011,1,0
10080000.0,1,1996,1,1
5342686.0,3,2012,1,1
520000.0,2,2012,1,0
18478604.03736397,1,2012,1,1
100000.0,1,2014,1,0
18478604.03736397,1,2012,0,1
628300.0,1,2015,1,0
100000000.0,1,2000,1,1
18478604.03736397,2,2013,1,1
18478604.03736397,2,2012,2,1
130000.0,1,2014,1,0
3409172.0,5,2008,1,1
3500000.0,1,2012,1,1
165000.0,1,2013,1,0
601824.0,3,2013,1,0
1910000.0,1,2012,1,1
170000.0,1,2013,0,0
18478604.03736397,2,2009,1,1
1000000.0,1,2014,1,0
16000000.0,3,1948,2,1
40000.0,1,2012,1,0
31960000.0,4,2012,1,1
375000.0,1,2012,1,0
18478604.03736397,3,2011,1,1
12500000.0,1,1988,1,1
12000000.0,1,2007,1,1
5000000.0,1,1983,1,1
10000.0,1,2012,1,0
602103.0,3,2012,1,0
2335000.0,2,2007,2,1
4420000.0,5,2009,1,1
750000.0,1,2010,1,0
18478604.03736397,1,2005,1,1
18478604.03736397,1,2013,1,1
350000.0,1,2012,0,0
2500000.0,1,2014,1,1
100000.0,1,2010,1,0
2272877.0,1,2013,1,1
18478604.03736397,1,2012,1,1
6410909.0,1,2012,1,1
6700000.0,1,2012,2,1
795507.0,1,2011,1,0
3808000.0,2,2003,1,1
3641507.0,6,2012,1,1
978637.0,2,1998,1,0
2000000.0,1,2013,1,1
200000.0,1,2013,1,0
174957.335842301,2,2014,1,0
18478604.03736397,1,2012,0,1
219131.0,1,2014,1,0
16151032.0,1,2012,1,1
18478604.03736397,2,2004,2,1
18120360.0,8,2010,1,1
40000.0,3,2013,1,0
18478604.03736397,1,2013,1,1
18478604.03736397,1,2012,1,1
3300000.0,1,2010,1,1
18478604.03736397,1,2013,1,1
20000000.0,1,2012,1,1
18478604.03736397,1,2011,1,1
6500000.0,1,2012,1,1
8467282.0,4,2006,1,1
18478604.03736397,1,2009,1,1
4900000.0,1,2012,2,1
5000000.0,1,2015,1,1
32142818.0,2,2012,1,1
23500000.0,2,1999,2,1
8000000.0,2,2007,2,1
265000.0,1,2012,1,0
18478604.03736397,1,2006,1,1
40000.0,1,2007,1,0
18478604.03736397,1,2008,1,1
2000000.0,1,2007,1,1
100000000.0,1,1992,2,1
18478604.03736397,1,2006,1,1
31171234.0,1,2012,1,1
481434.0,1,2014,1,0
18478604.03736397,1,2008,1,1
1000000.0,1,2011,1,0
85484760.0,9,2007,1,1
6500000.0,1,2012,1,1
3158270.0,4,2011,1,1
5400000.0,2,2009,1,1
975000.0,2,2013,1,0
2500.0,1,2014,1,0
5000000.0,1,2014,1,1
18478604.03736397,1,2012,1,1
18478604.03736397,1,2003,1,1
175916.0,1,2011,0,0
13010774.0,1,2012,1,1
2500.0,1,2003,1,0
799686.0,1,2005,0,0
6340000.0,2,2005,2,1
3750000.0,1,2013,1,1
10000.0,1,2011,0,0
18478604.03736397,1,1927,1,1
1500000.0,2,2013,1,1
100000.0,1,2013,1,0
300000.0,1,2013,1,0
155000.0,1,2013,1,0
20000.0,1,2013,1,0
18478604.03736397,1,2007,1,1
18478604.03736397,1,2010,1,1
18478604.03736397,1,2015,0,1
163748.0,1,2009,1,0
100000.0,2,2014,1,0
10000000.0,1,2009,2,1
50000.0,1,2012,1,0
4300000.0,2,2013,1,1
20507.3051578151,1,2013,1,0
30000.0,1,2007,1,0
87468.0,1,2010,0,0
607638.0,1,2012,1,0
18478604.03736397,1,2012,0,1
80000.0,1,2015,1,0
1100000.0,2,2013,1,1
110728926.0,6,2012,1,2
5500000.0,1,1982,1,1
6500000.0,4,2012,1,1
187668.0,1,2012,1,0
18478604.03736397,1,2012,1,1
156850.0,2,2012,1,0
8997.0,2,2014,1,0
3831975.0,3,2007,1,1
50000.0,1,2014,1,0
18478604.03736397,1,2013,1,1
1000000.0,1,2012,1,0
18910000.0,1,2007,1,1
24000000.0,1,2012,1,1
68856.0,2,2013,1,0
12800000.0,3,2007,2,1
6750000.0,2,2002,1,1
18478604.03736397,1,2013,1,1
150000.0,1,2006,1,0
18478604.03736397,1,2009,1,1
58250000.0,5,2010,1,1
100000.0,1,2011,1,0
2750000.0,2,2012,1,1
2500000.0,2,2011,2,1
770000.0,2,2014,1,0
12700000.0,2,2005,2,1
64330.0,1,2011,1,0
171420.0,1,2011,1,0
6356500.0,1,2002,2,1
6204822.0,2,2012,1,1
300000.0,1,2012,1,0
2500000.0,1,2013,1,1
2000.0,1,2014,1,0
5000000.0,1,2001,2,1
18478604.03736397,1,2012,0,1
6500000.0,2,2009,1,1
200000.0,1,2012,1,0
18478604.03736397,2,2012,1,1
2500000.0,2,2007,1,1
800000.0,1,2010,0,0
21500000.0,4,2010,2,1
135000.0,1,2012,1,0
29331159.0,6,2010,1,1
4545454.0,1,2005,1,1
900000.0,1,2014,1,0
118000.0,1,2014,1,0
6577614.0,1,2012,1,1
5700000.0,2,2010,1,1
3349996.0,1,2008,1,1
50000000.0,2,2010,1,1
14000000.0,1,2012,1,1
1408347.0,5,2011,1,1
18478604.03736397,1,2012,1,1
10700000.0,3,2001,0,1
6112828.0,5,2011,1,1
11800000.0,2,2007,1,1
5725040.0,1,2001,1,1
11000000.0,1,2013,1,1
62767.5466676709,1,2014,0,0
2000000.0,2,2005,2,1
85000.0,2,2012,0,0
1000000.0,1,2014,1,0
8000000.0,1,2012,1,1
3500000.0,2,2005,2,1
18478604.03736397,1,2014,1,1
4700000.0,2,2011,2,1
125000.0,1,2012,1,0
18478604.03736397,1,2013,1,1
354262.0,2,2013,1,0
109999.0,1,2008,1,0
18478604.03736397,1,2012,1,1
18478604.03736397,1,1910,1,1
25000.0,1,2012,1,0
40000.0,2,2012,1,0
831914.24443497,3,2014,1,0
2000000.0,1,2012,1,1
18478604.03736397,1,2007,0,1
1300000.0,1,2012,1,1
38598.0,1,2010,1,0
932782.0,1,1999,1,0
5600000.0,1,2005,1,1
10000000.0,1,1992,2,1
100000.0,1,2015,1,0
15000.0,1,2012,1,0
24600000.0,3,2010,1,1
580000.0,1,2003,1,0
4440000.0,2,2011,1,1
10000.0,1,2013,1,0
18478604.03736397,1,2012,1,1
18478604.03736397,1,2011,1,1
18478604.03736397,1,2012,1,1
75000.0,1,2001,1,0
18478604.03736397,1,2012,1,1
1600500.0,2,2011,1,1
132000.0,2,2012,1,0
414041.0,1,2003,1,0
74500000.0,2,1999,1,1
600000.0,2,2015,1,0
110995.593474939,1,2015,0,0
18478604.03736397,1,2013,1,1
270862.0,1,2012,1,0
1633289.0,4,2012,1,1
18478604.03736397,1,1989,2,1
42000000.0,3,2005,1,1
1441000.0,6,2012,1,1
600000.0,1,2011,0,0
1320000.0,1,2012,1,1
18478604.03736397,2,2012,1,1
162500.0,2,2012,1,0
288000.0,2,2006,1,0
107250.0,1,2012,1,0
100000.0,1,1996,1,0
50000.0,1,2014,1,0
4899039.0,3,2012,1,1
37188388.0,2,2012,1,1
18478604.03736397,3,2008,1,1
18478604.03736397,2,2006,2,1
165656.0,1,2012,1,0
315317.0,1,2007,1,0
5000000.0,2,2009,1,1
18478604.03736397,1,2010,0,1
200000.0,1,2013,1,0
18478604.03736397,1,2012,1,1
37000000.0,1,1999,2,1
50000.0,1,2012,1,0
30000.0,1,2011,1,0
39000000.0,1,2012,1,1
4000000.0,2,2012,1,1
10000000.0,1,2000,0,1
4822769.79839241,1,2012,1,1
18478604.03736397,1,2010,1,1
1305000.0,6,2011,1,1
26000000.0,3,2008,1,1
30000000.0,1,2005,1,1
18478604.03736397,1,2010,1,1
4000000.0,3,2009,1,1
468489.0,1,2011,1,0
600000.0,1,2014,1,0
66000000.0,2,2004,1,1
100000000.0,1,2010,1,1
65000000.0,1,2008,1,1
111900000.0,3,2000,1,2
339950000.0,7,2013,1,2
3780000.0,1,2012,1,1
1700000.0,1,2014,1,1
260000.0,1,1999,2,0
589000.0,1,2011,1,0
18478604.03736397,1,2014,1,1
50000000.0,1,2012,1,1
15000000.0,1,2010,1,1
